"Number" "Date" "Time" "Interface" "Origin" "Type" "Action" "Service" "Source Port" "Source" "Destination" "Protocol" "Rule" "Rule Name" "Current Rule Number" "User" "Information" "Product" "Source Machine Name" "Source User Name"
"13928771" "14Jun2023" "14:19:42" "eth1" "fwnetels" "Log" "Accept" "https" "55387" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"13965186" "14Jun2023" "14:52:54" "eth1" "fwnetels" "Log" "Accept" "https" "60440" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14007955" "14Jun2023" "15:42:47" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "53046" "SRV_Beta" "74.123.224.40" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14213978" "14Jun2023" "20:39:09" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "53397" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14214010" "14Jun2023" "20:39:13" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52014" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14532068" "15Jun2023" "7:31:56" "eth1" "fwnetels" "Log" "Accept" "https" "59847" "192.100.100.122" "3.223.224.44" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14630087" "15Jun2023" "8:48:46" "eth1" "fwnetels" "Log" "Accept" "https" "53815" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14651717" "15Jun2023" "9:08:42" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52091" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14651753" "15Jun2023" "9:08:44" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52306" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14651800" "15Jun2023" "9:08:46" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "53113" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14685855" "15Jun2023" "9:38:42" "eth1" "fwnetels" "Log" "Accept" "https" "50347" "192.100.100.250" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14847325" "15Jun2023" "11:51:20" "eth1" "fwnetels" "Log" "Accept" "https" "53891" "192.100.100.101" "209.59.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14904987" "15Jun2023" "12:52:09" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52340" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14905059" "15Jun2023" "12:52:11" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51539" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14905185" "15Jun2023" "12:52:16" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51802" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14939948" "15Jun2023" "13:17:25" "eth1" "fwnetels" "Log" "Accept" "https" "56121" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14950190" "15Jun2023" "13:28:12" "eth1" "fwnetels" "Log" "Accept" "https" "52480" "HOST_CoimbraG" "34.107.148.139" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14950244" "15Jun2023" "13:28:13" "eth1" "fwnetels" "Log" "Accept" "https" "52492" "HOST_CoimbraG" "34.107.148.139" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14950249" "15Jun2023" "13:28:13" "eth1" "fwnetels" "Log" "Accept" "https" "52495" "HOST_CoimbraG" "34.107.148.139" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"14972906" "15Jun2023" "13:52:08" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51356" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"14972946" "15Jun2023" "13:52:11" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52360" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15233556" "15Jun2023" "19:54:54" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52504" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15233640" "15Jun2023" "19:54:58" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51437" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15546804" "16Jun2023" "8:10:53" "eth1" "fwnetels" "Log" "Accept" "https" "54999" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15547600" "16Jun2023" "8:11:11" "eth1" "fwnetels" "Log" "Accept" "https" "55063" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15548132" "16Jun2023" "8:11:35" "eth1" "fwnetels" "Log" "Accept" "https" "55092" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15549611" "16Jun2023" "8:13:14" "eth1" "fwnetels" "Log" "Accept" "https" "55275" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15549677" "16Jun2023" "8:13:15" "eth1" "fwnetels" "Log" "Accept" "https" "55307" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15549876" "16Jun2023" "8:13:22" "eth1" "fwnetels" "Log" "Accept" "https" "55347" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15550377" "16Jun2023" "8:13:46" "eth1" "fwnetels" "Log" "Accept" "https" "55394" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15551471" "16Jun2023" "8:14:33" "eth1" "fwnetels" "Log" "Accept" "https" "55442" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15554216" "16Jun2023" "8:17:13" "eth1" "fwnetels" "Log" "Accept" "https" "55585" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15554874" "16Jun2023" "8:17:55" "eth1" "fwnetels" "Log" "Accept" "https" "55661" "192.100.100.244" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15593219" "16Jun2023" "8:57:12" "eth1" "fwnetels" "Log" "Accept" "https" "62137" "192.100.100.242" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15609750" "16Jun2023" "9:05:54" "eth1" "fwnetels" "Log" "Accept" "https" "50146" "192.100.100.222" "18.66.107.148" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15647033" "16Jun2023" "9:10:52" "eth1" "fwnetels" "Log" "Accept" "https" "54421" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15647036" "16Jun2023" "9:10:52" "eth1" "fwnetels" "Log" "Accept" "https" "54422" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15651924" "16Jun2023" "9:16:55" "eth1" "fwnetels" "Log" "Accept" "https" "54598" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15682491" "16Jun2023" "9:30:14" "eth1" "fwnetels" "Log" "Accept" "https" "54757" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15689423" "16Jun2023" "9:35:09" "eth1" "fwnetels" "Log" "Accept" "https" "54976" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15689577" "16Jun2023" "9:35:10" "eth1" "fwnetels" "Log" "Accept" "https" "55012" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15739268" "16Jun2023" "10:18:37" "eth1" "fwnetels" "Log" "Accept" "https" "55330" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15739274" "16Jun2023" "10:18:37" "eth1" "fwnetels" "Log" "Accept" "https" "55333" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15741552" "16Jun2023" "10:21:04" "eth1" "fwnetels" "Log" "Accept" "https" "55508" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15741636" "16Jun2023" "10:21:05" "eth1" "fwnetels" "Log" "Accept" "https" "55540" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15803732" "16Jun2023" "10:49:13" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52502" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15803793" "16Jun2023" "10:49:16" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51129" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15804264" "16Jun2023" "10:49:53" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51476" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15804299" "16Jun2023" "10:49:56" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52035" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15872378" "16Jun2023" "11:29:10" "eth1" "fwnetels" "Log" "Accept" "https" "56392" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15875370" "16Jun2023" "11:30:48" "eth1" "fwnetels" "Log" "Accept" "https" "56499" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15875458" "16Jun2023" "11:30:49" "eth1" "fwnetels" "Log" "Accept" "https" "56528" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15938042" "16Jun2023" "12:42:33" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52786" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15938123" "16Jun2023" "12:42:36" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "51551" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"15963932" "16Jun2023" "13:14:43" "eth1" "fwnetels" "Log" "Accept" "https" "65104" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15964018" "16Jun2023" "13:14:46" "eth1" "fwnetels" "Log" "Accept" "https" "65140" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15964025" "16Jun2023" "13:14:46" "eth1" "fwnetels" "Log" "Accept" "https" "65143" "SRV_CTX_XA7" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"15999954" "16Jun2023" "13:56:23" "eth1" "fwnetels" "Log" "Accept" "https" "57430" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16000034" "16Jun2023" "13:56:24" "eth1" "fwnetels" "Log" "Accept" "https" "57457" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16007470" "16Jun2023" "14:04:14" "eth1" "fwnetels" "Log" "Accept" "https" "57611" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16008860" "16Jun2023" "14:05:12" "eth1" "fwnetels" "Log" "Accept" "https" "57760" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16080669" "16Jun2023" "14:55:01" "eth1" "fwnetels" "Log" "Accept" "https" "58860" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16080761" "16Jun2023" "14:55:01" "eth1" "fwnetels" "Log" "Accept" "https" "58888" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16081002" "16Jun2023" "14:55:19" "eth1" "fwnetels" "Log" "Accept" "https" "58903" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"16593760" "17Jun2023" "9:54:24" "eth3" "fwnetels" "Log" "Accept" "domain-udp" "52435" "SRV_NS" "205.251.192.74" "udp" "16" "NS->Outside (DNS)" "16-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"17414698" "19Jun2023" "6:49:06" "eth1" "fwnetels" "Log" "Accept" "https" "57003" "192.100.100.122" "3.223.224.44" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17420704" "19Jun2023" "6:52:03" "eth1" "fwnetels" "Log" "Accept" "https" "61476" "192.100.100.101" "209.59.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17426506" "19Jun2023" "6:57:47" "eth1" "fwnetels" "Log" "Accept" "https" "58153" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17427317" "19Jun2023" "6:58:35" "eth1" "fwnetels" "Log" "Accept" "https" "58301" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17427428" "19Jun2023" "6:58:40" "eth1" "fwnetels" "Log" "Accept" "https" "58329" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17428758" "19Jun2023" "7:00:40" "eth1" "fwnetels" "Log" "Accept" "https" "58405" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17429011" "19Jun2023" "7:00:58" "eth1" "fwnetels" "Log" "Accept" "https" "58450" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17429842" "19Jun2023" "7:02:23" "eth1" "fwnetels" "Log" "Accept" "https" "58534" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17430797" "19Jun2023" "7:03:29" "eth1" "fwnetels" "Log" "Accept" "https" "58588" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17448970" "19Jun2023" "7:24:51" "eth1" "fwnetels" "Log" "Accept" "https" "62927" "192.100.100.101" "209.59.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17477062" "19Jun2023" "7:50:39" "eth1" "fwnetels" "Log" "Accept" "https" "59425" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17477123" "19Jun2023" "7:50:40" "eth1" "fwnetels" "Log" "Accept" "https" "59451" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17490651" "19Jun2023" "8:05:38" "eth1" "fwnetels" "Log" "Accept" "https" "54391" "192.100.100.237" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17514452" "19Jun2023" "8:25:06" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "59219" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"17514572" "19Jun2023" "8:25:08" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "59347" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"17514790" "19Jun2023" "8:25:10" "eth1" "fwnetels" "Log" "Accept" "domain-udp" "58936" "SRV_Beta" "205.251.192.74" "udp" "26" "DNS_Server->Outside (Dns)" "26-Policy-2022-06-21" "" "service_id: domain-udp" "Security Gateway/Management" "" ""
"17541497" "19Jun2023" "8:40:29" "eth1" "fwnetels" "Log" "Accept" "https" "59874" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17541573" "19Jun2023" "8:40:30" "eth1" "fwnetels" "Log" "Accept" "https" "59903" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17541856" "19Jun2023" "8:40:42" "eth1" "fwnetels" "Log" "Accept" "https" "59951" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17541890" "19Jun2023" "8:40:43" "eth1" "fwnetels" "Log" "Accept" "https" "59977" "192.100.100.215" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17606247" "19Jun2023" "9:33:22" "eth1" "fwnetels" "Log" "Accept" "https" "53695" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
"17784492" "19Jun2023" "11:49:53" "eth1" "fwnetels" "Log" "Accept" "https" "57859" "192.100.100.105" "151.101.137.175" "tcp" "30" "Secure Web -> Any" "30-Policy-2022-06-21" "" "service_id: https" "Security Gateway/Management" "" ""
